,importances,indices,stdeviation,vocabulary
133,0.003089879627334226,185,0.00046177141092274677,perfect
134,0.0030896268016600364,197,0.0004917167558313347,quality
135,0.0030734729131691625,23,0.0004428946976946079,bar
136,0.003067534675684998,127,0.0005439533847804486,huge
137,0.0030604933424549455,227,0.00043734728526875224,since
138,0.0030531155811370503,273,0.0004601618018891706,tried
139,0.0030444267208259317,280,0.00046177881557747305,vegas
140,0.0030431694620552453,232,0.0005358818071515605,something
141,0.0030393721942468675,203,0.0005443499938342913,recommend
142,0.0030131792017679144,56,0.0004989881721060369,customer
143,0.0029952650403882197,161,0.0004982079995029519,meat
144,0.0029936505132641855,9,0.0005365152741016241,around
145,0.0029705160977017454,160,0.0005160050621649239,meal
146,0.0029674910424520623,294,0.00043978294234917715,work
147,0.002966428362051864,182,0.0004997026672233135,overall
148,0.0029639015960932456,34,0.0004623532792355295,busy
149,0.002963015437092989,80,0.0006045944625794872,every
150,0.00294406008570059,84,0.0004763234985647155,experience
151,0.002943618868770258,63,0.00047636908189403255,different
152,0.0029181104385401484,265,0.00047271428212749276,times
153,0.002915295937394234,297,0.0004931921839647684,wrong
154,0.002909235927405278,69,0.0004910888463030682,drive
155,0.0028555995600051385,256,0.0005061481632671323,tasted
156,0.002845314566207033,62,0.00046269941231668184,delivery
157,0.0028318463315879323,251,0.0004643181502072082,table
158,0.002807641589499439,191,0.0007355730671920497,poor
159,0.0027970185886773817,90,0.0004155370489011314,find
160,0.0027896551073125398,177,0.00048257374232502613,open
161,0.0027770548520616284,37,0.00040381806912177435,carne
162,0.002766884029129797,99,0.0004603161636551414,fried
163,0.0027506336608936234,14,0.0005512370099909566,atmosphere
164,0.002728734443336126,122,0.00043849255703084204,home
165,0.002727963696458972,64,0.0004729449692820196,dinner
166,0.0027150871177998165,240,0.000439720168421591,star
167,0.0026909300186408907,26,0.0004309970156303531,beef
168,0.0026601419338829796,47,0.00047554538178114117,cold
169,0.0026599600295359777,143,0.0004732938897648853,line
170,0.0026529143926723097,196,0.00046265029069462787,probably
171,0.0026378844849726836,218,0.000486380209835868,see
172,0.002618927789244423,238,0.0004992262988789897,spot
173,0.0026065974141259397,125,0.00045149377085533483,hour
174,0.00259632618666211,200,0.0003864676885989732,real
175,0.002591433219260395,10,0.0004519058003336734,asada
176,0.002584276949180603,224,0.00042049909494894493,shrimp
177,0.0025712826260166494,86,0.0004485604319776406,family
178,0.002565493883073478,119,0.0004444026166708947,hard
179,0.0025538158614943373,222,0.0004752597556076644,shop
180,0.0025489123558441198,195,0.00041826874337079235,prices
181,0.0025473276398658047,272,0.0004380406992355932,town
182,0.0025320715368169545,25,0.0004609935507206893,beans
183,0.002520927199829032,149,0.0004361781151139616,looking
184,0.0025182185464025014,132,0.0004380307411882997,inside
185,0.002514350787341103,175,0.0004093325900221738,old
186,0.0024678587375558734,49,0.00044758314272361313,coming
187,0.0024512189102845377,245,0.00042410604540906463,stop
188,0.0024506899719170094,126,0.0004228196900603991,house
189,0.0024413169893842753,298,0.00042943394959843554,years
190,0.00243753277044887,250,0.00045307145375225104,sweet
191,0.0024372746722021634,76,0.00043930703494504133,enough
192,0.0024257139427508465,87,0.0004056534451082415,fantastic
193,0.002412546800588721,0,0.00046590361456056974,10
194,0.002399183079974214,282,0.0004203633574306498,visit
195,0.0023913176033156817,188,0.0004140451840988015,places
196,0.0023898546166792557,45,0.00044956539723890114,close
197,0.0023884992644479636,135,0.00042359012692923026,kind
198,0.002383628883153951,7,0.000438011081625,anything
199,0.0023808532457755467,285,0.000424766149514726,wanted
200,0.0023680835905306396,19,0.0004570683876487544,away
201,0.0023654599720200208,246,0.0004165769153858444,street
202,0.002352919588199486,102,0.00045157374865912133,full
203,0.0023133693141543497,55,0.00041967704866118703,crust
204,0.002312062629709192,213,0.00038842641661536356,salad
205,0.0022960850083101458,116,0.0004208486098745504,guacamole
206,0.0022953609924100736,85,0.0003913871880818711,extra
207,0.0022936970415276077,207,0.000410065416691128,review
208,0.0022893861413343015,121,0.00045258325574469446,high
209,0.002282797491774004,233,0.000377845596318975,soup
210,0.0022808493523804106,70,0.0004246606142281177,dry
211,0.0022696189774905574,117,0.0004028513837706734,half
212,0.0022577775325099744,270,0.0004192393838793679,top
213,0.002240321186027844,247,0.0003927730137336795,style
214,0.002238977173528708,113,0.0003936318503348014,greasy
215,0.002208978879468803,74,0.0004121093826662827,else
216,0.0021743146038625586,180,0.0004137039582543734,outside
217,0.002147195419244152,39,0.0003889434134649475,check
218,0.0021235194990650084,299,0.00039818429402215926,yummy
219,0.002107870430566607,115,0.00040599681895435837,green
220,0.002105260370032666,12,0.00040564653043284295,ask
221,0.00210189567972184,237,0.00039748702296648394,spicy
222,0.0020873775241624344,192,0.0003895709912319842,pork
223,0.002076734445068722,146,0.0003916737814328254,local
224,0.0020680492927522905,50,0.00038732879608233736,cool
225,0.0020570139387046217,93,0.00040265204735152123,fish
226,0.0020565190769809634,159,0.0004219296223237863,margarita
227,0.0020469907500039984,221,0.00038776168619708296,several
228,0.0020047064709604093,258,0.0003453283491637783,tea
229,0.001983606161343186,52,0.00043305789452491403,couple
230,0.0019586814877459533,290,0.00036538440141374394,white
231,0.0019520776628210467,219,0.00040646317136822877,server
232,0.001950212314439881,24,0.0003637852075884508,bean
233,0.0019328191146546986,205,0.0003738524672161063,regular
234,0.0019301979779941527,234,0.0003693208818266514,sour
235,0.0018872875185916265,202,0.00037805357149732163,reasonable
236,0.001885380601357755,91,0.0003487392213326308,fine
237,0.0018613976029232507,204,0.00037846817175288857,red
238,0.0018544763751540444,59,0.00039377079183356323,decided
239,0.0018326581559636962,100,0.00041537436242489374,friend
240,0.0018294307664608528,83,0.0003937553159792416,expensive
241,0.0018209294489963134,243,0.00038080271860709073,steak
242,0.0018091094659864989,66,0.00036268287704931606,dish
243,0.001784611662911116,140,0.0003464388666652968,late
244,0.0017660369341878565,293,0.00038118469804519897,wonderful
245,0.001748295045257991,53,0.0003336648704579113,cream
246,0.0017472882597685169,276,0.00032000664380195967,typical
247,0.0017290048504538065,95,0.00036366342110802125,flavorful
248,0.0017188036832340168,5,0.00035037176704843734,amount
249,0.0017167558231681382,129,0.0003255762798770301,husband
250,0.001707480587214908,217,0.0003598277421417306,second
251,0.0017016323217258053,131,0.00036151475800062934,impressed
252,0.0016909100777274322,145,0.00032908285772938287,live
253,0.0016394672962947942,291,0.0003384560097977743,whole
254,0.001621589810037924,199,0.0003231243990887252,ready
255,0.0016205316737487288,231,0.00035044712035161066,solid
256,0.001615771400692693,189,0.0003811597550218721,plate
257,0.0016101418782193016,172,0.0003349541281652479,oh
258,0.0016006207754258135,292,0.0003529856899506514,wish
259,0.001561598405925752,134,0.00034952136652762026,joint
260,0.0015516094472365557,286,0.0003076317392442438,warm
261,0.0015409434227008462,103,0.0003466092442709173,garlic
262,0.0015405206378269513,130,0.00030366806053044556,iced
263,0.0014991390284644598,271,0.0003517509124988681,tortilla
264,0.001483209644518301,138,0.0003338367262040966,las
265,0.0014651900221819556,108,0.0002993059948432636,glad
266,0.0014634595249808718,15,0.00033036570263502774,attentive
267,0.0014458487997920833,128,0.00034012880814641457,hungry
268,0.001429912102675015,211,0.00031514448274448805,sad
269,0.0014219139920904704,104,0.00031346057630900545,general
270,0.0014139380921799325,190,0.00032058660608574635,pleasant
271,0.001390076018068865,31,0.00030716152479685877,black
272,0.0013716901088409112,260,0.00031779400303862023,thin
273,0.0013530278702110778,120,0.0003518073703667621,helpful
274,0.001330371539546572,1,0.00031616534320960194,able
275,0.0013229445654721417,181,0.0003160260397675868,outstanding
276,0.001283061404136494,153,0.00029792783181044704,low
277,0.0012745246662130994,72,0.00031222908594835626,easy
278,0.0012409101385286963,54,0.0002806237252478547,crispy
279,0.001227869802824241,151,0.0002894412902626945,loud
280,0.0012143679958608353,35,0.00027390914816308615,cafe
281,0.0012049857409408918,183,0.0002753953155992659,past
282,0.0012028913494700748,71,0.0002862102255405257,due
283,0.0011996103945218588,141,0.00030413716245177225,light
284,0.0011655758954674,266,0.0002583932878789826,tiny
285,0.00116330027579947,17,0.0002892376929798831,available
286,0.001150055611547018,75,0.0003094129856782187,empty
287,0.001142281292030954,105,0.000308249314268921,generous
288,0.0011297741204097827,279,0.0002606202363742843,usual
289,0.0011164668709012055,226,0.0002822615457125922,simple
290,0.0011030782137448824,223,0.0002790228883138473,short
291,0.0010371341519888862,77,0.0002559884385827317,entire
292,0.0010188605763173791,156,0.00027953611737031777,main
293,0.0009661876010178776,277,0.00029228866546251824,unique
294,0.0009482393328620546,230,0.00030191098488740407,soft
295,0.000942262445508055,281,0.00024651684427849706,vegetarian
296,0.0009148900274618506,11,0.0002704567746947598,asian
297,0.0008771795537972596,267,0.0002540821262201176,to
298,0.0008233957285030594,235,0.0002479980117017767,spanish
299,0.0007143950907891491,133,0.00021403667533835205,italian
