,importances,indices,stdevation,vocabulary
83,0.00246377839400627,117,0.00025958778318920287,could
84,0.0024560505592733637,499,0.000223375095700999,rice
85,0.00244577269213074,591,0.0002160730654053324,sure
86,0.0024405524319716875,254,0.0002774947933233561,going
87,0.002426442113413265,213,0.00023123555968709468,fast
88,0.0024199390278253643,469,0.00026001932480533335,price
89,0.0023830455063478017,425,0.00035369296479661767,overall
90,0.0023733975580060647,554,0.00023370541092577435,small
91,0.00236702773305166,502,0.00019530098075832072,right
92,0.002358983808952697,54,0.00021157080291835112,bit
93,0.0023485664887071974,436,0.0002519071799077677,people
94,0.0023304554186013332,392,0.00019856352463024765,new
95,0.002324245943176392,251,0.00024556017150919815,give
96,0.0023027105432149473,590,0.00021804202984570476,super
97,0.0022926009135498626,658,0.00019164908417896478,wait
98,0.0022778578428721474,311,0.00025336006167101877,know
99,0.0022741785956880913,654,0.0002458217229989207,vegas
100,0.0022647273240867503,674,0.00025387088825743674,went
101,0.002262269834903076,68,0.00018149441399809393,burrito
102,0.002261856531338811,75,0.00022260296419560204,came
103,0.0022516200034697247,25,0.00026349980392362693,area
104,0.002247003290936819,687,0.00021517435521596309,worth
105,0.0022433710845528904,596,0.0001794454887111098,taco
106,0.0022345065742444947,224,0.00022819615512986466,flavor
107,0.002233476846575184,599,0.00024345782798370646,taste
108,0.0022256049211623018,364,0.00048308117963008387,mediocre
109,0.0022197933821710694,598,0.00022925939097351636,take
110,0.0022177852513833745,351,0.00017817543222933222,make
111,0.002202171023920462,459,0.0007000361774387325,poor
112,0.0021950723644166958,614,0.00020605681509701886,think
113,0.0021641742534799554,288,0.00019939326736455478,however
114,0.0021559782965951224,520,0.00027647433344672544,say
115,0.0021464705029318153,35,0.00019261988312587792,authentic
116,0.0021378824353706764,666,0.0001799828697524202,want
117,0.002128881280516113,160,0.0002062760705453823,drink
118,0.0021270584287048514,612,0.0002415482481283026,thing
119,0.002126716267452197,349,0.00018128080788993288,made
120,0.002126513421446823,395,0.0002305355468403295,night
121,0.002126135061555474,648,0.00025105940870500716,us
122,0.0021247940179896325,337,0.00018915966479871797,long
123,0.0021201628376468695,644,0.000230935131321628,two
124,0.0021190200783465104,40,0.0007740860229572426,awful
125,0.0021123435782980657,575,0.00021289583699698013,starbucks
126,0.002094693884912051,568,0.00018807587767135218,special
127,0.002088921286922135,95,0.0002350885125581699,chips
128,0.0020888702143710483,316,0.00017695314095294822,last
129,0.0020658913876472436,270,0.00021584294742331422,happy
130,0.0020622308470153315,135,0.00016437805330010076,day
131,0.002060016584660732,53,0.00020355341869001054,big
132,0.002058560818407558,356,0.0001872364906069489,many
133,0.0020568297178934565,393,0.00018326389192585104,next
134,0.0020469095786622062,74,0.0008430951267541601,called
135,0.0020464763446532007,197,0.00025787770126792166,everything
136,0.002042946275647681,600,0.00045627432356039435,tasted
137,0.002033006730516032,211,0.0003006266357102951,fantastic
138,0.002026050629585813,342,0.0002357902040739034,lot
139,0.002007152471887379,629,0.0004104642144804971,took
140,0.001996358933052499,476,0.00017405812992593619,quality
141,0.001992992184001515,130,0.0003392400785310939,customer
142,0.00198229178495576,580,0.00024743408564567533,still
143,0.001960332488809472,314,0.00019971121626577415,large
144,0.001939364982651209,195,0.00019765747747406745,every
145,0.001931474983132404,161,0.00019678131342905293,drinks
146,0.00193034269758642,570,0.00019422506937756656,spot
147,0.00192729149081173,26,0.00020372723778888332,around
148,0.001917464055610829,99,0.00021227173818742063,clean
149,0.0019168076828211785,22,0.0002794435789081995,another
150,0.0019145918692879186,84,0.00018809282318671712,cheap
151,0.0019136031472789525,289,0.00018606694139954464,huge
152,0.001896096730235504,560,0.0001633608760982997,something
153,0.0018957651240110013,355,0.001034062456910021,manager
154,0.001890753036665594,489,0.00020182749633286732,recommend
155,0.0018861458185069802,361,0.00020186749045945544,meal
156,0.001879894945519918,546,0.00017692319735599884,since
157,0.0018787250206871837,277,0.0004943824178365421,highly
158,0.0018717063447335695,203,0.0001739799126788862,experience
159,0.001870056450108399,164,0.0004201153257642521,dry
160,0.0018581522910545711,71,0.00019972100338298303,busy
161,0.0018527645694032164,360,0.00025983437912729414,maybe
162,0.0018426746520105832,542,0.00019055992766936396,side
163,0.001840020610903584,638,0.00017265554822699952,tried
164,0.0018380409109153115,262,0.0005525598935716273,gross
165,0.0018032545973463176,146,0.0001735957334981721,different
166,0.0017886853423363038,229,0.00016155296215937553,free
167,0.0017859819886809846,103,0.00026076979390891246,cold
168,0.0017737993729735875,684,0.00016462946536864896,work
169,0.0017686053823311174,33,0.00021432292198092878,atmosphere
170,0.0017678945769251254,285,0.00019156186636303733,hour
171,0.0017647928679874613,473,0.00018382314444368052,probably
172,0.0017628971120391,162,0.00016506196703479725,drive
173,0.0017495891048340255,621,0.00019520564663148368,times
174,0.00174906065382697,690,0.00024300053032372525,wrong
175,0.001744454586798759,43,0.0001849637327900019,bar
176,0.0017332150258458732,280,0.0001603300568810612,home
177,0.0017278038716390233,574,0.00018199089884161665,star
178,0.001723547635409579,363,0.00019727626104081012,meat
179,0.0017192895737232281,219,0.0001608770889270834,find
180,0.0017187894835095088,48,0.00016043500855209667,beef
181,0.0017152828768551643,650,0.00018143657287061275,used
182,0.0017133097424829006,330,0.00019303596675729093,line
183,0.0017114925513710623,144,0.00019476385813200814,delivery
184,0.0017111066250304486,471,0.0001816939052888092,prices
185,0.0017010549472386818,233,0.00018885812550435276,fried
186,0.0016968881447485518,636,0.00018101029533739522,town
187,0.0016766465754978837,128,0.00018298469905771427,crust
188,0.0016714668625556028,387,0.00017693885374696198,need
189,0.0016643622494851267,78,0.00017224868730049577,carne
190,0.0016438865110934492,271,0.00018227480760380022,hard
191,0.0016376225068205357,149,0.00016690348309247483,dinner
192,0.0016277159858435774,411,0.0001430115446459641,open
193,0.0016111345891324708,108,0.00017313731434731662,coming
194,0.0016012621294417416,593,0.00015090788110301085,sweet
195,0.0015933487137559006,208,0.0001636122665572439,family
196,0.0015779458665598502,300,0.00017619603559723853,inside
197,0.0015756930803308695,588,0.00015355122555593697,style
198,0.0015668464728868404,257,0.0001487226191031515,greasy
199,0.0015661091572854106,527,0.00016090564492027065,see
200,0.0015640562695678388,652,0.00017070968637996372,usually
201,0.001561463276535622,46,0.00018828416929166994,beans
202,0.0015560177419494774,28,0.0001642816785549556,asada
203,0.0015538516292423934,594,0.0001649649197208942,table
204,0.0015426746355904732,408,0.0001572001554967259,old
205,0.0015426157836401372,187,0.00016316609998373672,enough
206,0.001539956314801056,276,0.00015429050384252766,high
207,0.0015365133162341812,699,0.0001490562682624296,yummy
208,0.0015278102952370953,202,0.000140235657734533,expensive
209,0.001512934279580374,340,0.00016285366196550877,looking
210,0.001504608150805847,153,0.00043209885011417275,disappointing
211,0.0015018226397895125,563,0.0001543042647319143,soup
212,0.001500181901012839,486,0.00016546305885622474,reason
213,0.0014964801374379307,0,0.00015878173832139733,10
214,0.0014962554918609428,667,0.00021591455194625857,wanted
215,0.001490884936736231,540,0.00015427959754496184,shrimp
216,0.0014902786178467434,204,0.00016258089377765814,extra
217,0.0014813780421836203,309,0.00017682983840590656,kind
218,0.001474180394751387,24,0.0001652004321551966,anything
219,0.0014725011126132084,683,0.0002910991002672919,wonderful
220,0.0014636348397385566,101,0.0001444985442025053,close
221,0.0014623253987950024,240,0.0001629252613141815,full
222,0.0014597111161777736,692,0.00016883097728570095,years
223,0.0014589161914764666,345,0.0001773968740691924,loved
224,0.0014587988822511284,209,0.00013730134248733544,fan
225,0.0014549433099880298,287,0.00014691621493788845,house
226,0.0014543235488398663,38,0.00016008927227160644,away
227,0.0014485866154769897,450,0.00015166959321006538,places
228,0.0014444807151596571,581,0.0001613728511341537,stop
229,0.0014440382836616078,569,0.00013995870526235514,spicy
230,0.0014351632802085215,657,0.00013846977794493997,visit
231,0.0014333798468587915,268,0.00015956212591404,half
232,0.0014284421072874893,508,0.00015926817438681421,salad
233,0.0014270132979494101,228,0.00014832554613496493,found
234,0.0014244217883346694,178,0.00014874510838103544,else
235,0.001424003406970312,151,0.0003109639487217689,dirty
236,0.0014234362345557435,675,0.00015088230694143063,white
237,0.0014232143027597286,259,0.00013454823299917292,green
238,0.0014166255104176386,30,0.0001464334845504353,ask
239,0.0014135640640149467,630,0.00014689456604420457,top
240,0.0014053830315356672,266,0.0002487120374779541,guess
241,0.0014018320614042146,317,0.00015754883130012214,late
242,0.0013971373806558726,537,0.00015848501793862624,shop
243,0.0013925546426885708,551,0.00015595028785250385,slice
244,0.001390507059963915,114,0.00015105626316013355,cool
245,0.0013804328472086349,497,0.0001434368363495267,review
246,0.0013789244014757477,172,0.0001394889067318359,eating
247,0.0013738628102266213,461,0.00015159653844930136,pork
248,0.0013714748761057215,220,0.00018015582453455794,fine
249,0.001369647098621035,558,0.00019717431592615643,solid
250,0.0013677797139464358,186,0.00014607942314805183,enjoyed
251,0.0013652655729092956,484,0.00014130752449484447,real
252,0.0013619130691384807,659,0.0004542192919406504,waited
253,0.0013524325437384258,322,0.0003201788797451393,left
254,0.0013488086059454008,265,0.00014308963408525235,guacamole
255,0.0013404048738579078,185,0.00015072611334083477,enjoy
256,0.0013374827532018885,426,0.0002596282408164549,overpriced
257,0.0013301731880086714,584,0.0001452263036918451,street
258,0.00132390305168245,534,0.00014825990361439767,server
259,0.0013191911483048803,524,0.00013793758920482347,seating
260,0.0013167509487293076,381,0.0001420598173614917,must
261,0.0013079810992425748,422,0.00013886813635881492,outside
262,0.0013059154982765111,528,0.0002647480852881657,seemed
263,0.0013054789742271088,611,0.00015512910048464542,thin
264,0.0013033314346477338,625,0.00016125951203654234,today
265,0.0013011227944309599,320,0.00015260563284994882,least
266,0.0012973839120364568,475,0.00014838476598122237,put
267,0.0012939503238546756,8,0.00015537028350730674,actually
268,0.001291216937009287,216,0.00013822444420462257,feel
269,0.0012898474025750102,85,0.00013728156408274162,check
270,0.0012879473924485884,339,0.00034111942288882457,looked
271,0.0012846645232091926,70,0.00014791885467073954,business
272,0.0012788026352296012,212,0.00014238934067351008,far
273,0.0012726074913678282,617,0.00014714565876222562,thought
274,0.0012706332400501715,564,0.00013321248057486312,sour
275,0.001266989402459092,661,0.0002789751825529965,waiting
276,0.0012594236746311575,491,0.00014314259186578397,red
277,0.0012591804094757946,175,0.000146509755501323,egg
278,0.0012508294961193895,487,0.00013999178311721174,reasonable
279,0.0012382387954686512,496,0.00014759222366380513,return
280,0.0012352871333924458,244,0.00021204879441536243,gave
281,0.0012338131302153316,649,0.00015993648971162459,use
282,0.0012255058021710342,529,0.0001376598255283585,seems
283,0.0012212102942883072,15,0.00014879831261842085,almost
284,0.0012201674394999623,327,0.00015519102218909098,liked
285,0.0012192126392224082,234,0.00013628576706594048,friend
286,0.00121750678592271,196,0.00015409472683926566,everyone
287,0.0012159630318708961,384,0.0005401256225596474,nasty
288,0.0012107079146033125,119,0.0001313476461633582,couple
289,0.0012081157473340098,435,0.00014831424991034844,pay
290,0.0012062732332725314,154,0.0001378715316914993,dish
291,0.001204158468350019,301,0.00018973814288759648,instead
292,0.0012034276696837342,236,0.00013235067386482038,friends
293,0.0012021323342126175,222,0.00013054242850590866,fish
294,0.0012002353488963923,138,0.00014705437944454315,decided
295,0.001199671724336761,618,0.00015331188806269974,three
296,0.001192860632064354,248,0.00013454671288238134,getting
297,0.0011902647853909737,482,0.00014266584332255934,quite
298,0.0011845338332341546,603,0.00013054480595682977,tea
299,0.00118416070104871,530,0.00014615230784756133,selection
300,0.001183005337109503,429,0.0001528544362124675,parking
301,0.0011826692777353656,357,0.00013064607872269286,margarita
302,0.0011773970356337123,548,0.0001441040582034683,sit
303,0.001169367902059371,358,0.00012954549858176632,margaritas
304,0.0011660433097835485,176,0.00012834085072554565,either
305,0.0011626167448315005,601,0.00041485974153125915,tasteless
306,0.001162285160326067,334,0.00013096154205498385,local
307,0.0011600305279508868,417,0.00013236355200883277,ordering
308,0.0011598881398565822,669,0.0001389763760397135,water
309,0.0011528678955392334,295,0.00014393762004350513,impressed
310,0.0011480540734899966,2,0.00017578604570282855,20
311,0.0011451508559687223,536,0.0001299521322857288,several
312,0.0011440287777631385,352,0.0001347339480620333,makes
313,0.0011417926648815125,338,0.00013879547194873445,look
314,0.001141791994742547,49,0.0001445319720275327,beer
315,0.0011412231835471855,324,0.00014240054434604902,let
316,0.001138692743568468,676,0.00014306612560998738,whole
317,0.001127591715290903,483,0.00013232038375053992,ready
318,0.0011259552217830987,559,0.00018834495298970477,someone
319,0.0011186313052273002,430,0.00013084991006168928,part
320,0.0011183508408732963,671,0.00015620371284197557,week
321,0.00111310358976904,69,0.0001260939982802925,burritos
322,0.0011128681047794062,619,0.00013419073509659082,thru
323,0.0011127666497583832,323,0.00013877838007229142,less
324,0.0011120740758210537,241,0.00012396152278353124,fun
325,0.0011116977034255674,662,0.00019580059440680214,waitress
326,0.0011116510935823664,493,0.00012712946278082985,regular
327,0.0011074354507606906,225,0.00013864729064582326,flavorful
328,0.0011056668423559848,525,0.00013257411021219597,second
329,0.0011054273442162646,1,0.00021379750618980196,15
330,0.0011049489703300512,442,0.00012620003785501603,phoenix
331,0.0011001719807259731,63,0.00013059609738021863,breakfast
332,0.0010936063457844599,557,0.00025075460701571206,soggy
333,0.0010912204104801884,45,0.00012916456219058383,bean
334,0.0010910923168372993,682,0.00013207764055958674,without
335,0.001088866561135576,681,0.00012698275068319118,wish
336,0.0010886384642701849,444,0.0001375866200905644,pick
337,0.0010878709102234245,470,0.00012096157124830321,priced
338,0.001084289453646267,550,0.00013211947630802832,size
339,0.0010837309212825465,3,0.00016097183025145807,30
340,0.0010833704210687794,582,0.00013399769127496399,stopped
341,0.0010807755750205483,498,0.0001398218019086393,reviews
342,0.0010804129463177694,642,0.0001337187807066459,trying
343,0.0010781647696673723,136,0.00012053690512605359,deal
344,0.001075708278837306,123,0.0001262658974235119,cream
345,0.0010748217456268186,291,0.000129560257708215,husband
346,0.0010729852966020485,267,0.00012753073387209324,guy
347,0.0010727110078738473,139,0.00013674586681428346,decor
348,0.0010696799706775763,32,0.00013723391773806746,ate
349,0.001066549742015646,368,0.00013809105251354876,might
350,0.001065471979517683,113,0.0001281377402229965,cooked
351,0.0010649497748975501,243,0.00013406392879220322,garlic
352,0.0010633529021432868,129,0.0001274710160391088,cup
353,0.0010624004689297258,585,0.00014469626537921934,strip
354,0.001052302717323082,131,0.00018580431763748836,customers
355,0.0010513730722463712,562,0.00026498970668162216,sorry
356,0.001042276741623812,190,0.00014458022636012482,especially
357,0.0010405862459579717,533,0.0001385717781001695,served
358,0.0010405531776832154,595,0.00012080596521067069,tables
359,0.0010376913718280016,201,0.00013213989165420918,expect
360,0.0010367328798944263,693,0.00012330565822472729,yelp
361,0.0010324968181108648,405,0.00011803724943157227,oh
362,0.0010320205358063054,73,0.00016249667916290355,call
363,0.0010286214247545635,34,0.00012749804674196808,attentive
364,0.0010274866600150385,307,0.00012533391954062346,keep
365,0.0010233586394470635,359,0.00013058456547285875,may
366,0.001013912355553009,472,0.00012070109649489992,pricey
367,0.0010089179833599343,583,0.0001306361618968952,store
368,0.0010088205623559519,157,0.0001378131652046236,door
369,0.0010054516662392576,573,0.00012802470730530294,standard
370,0.0010045859848051813,451,0.00013816346841331878,plate
371,0.001004254410854606,646,0.000118102078178186,typical
372,0.001002498701060171,290,0.0001340487623587039,hungry
373,0.0010004642530862837,306,0.00011547402620421021,joint
374,0.0009936293772512994,443,0.00035669183209180834,phone
375,0.0009934870003323309,613,0.0001397728808331547,things
376,0.0009877228663096567,218,0.0001845871455248368,finally
377,0.0009876670227937194,21,0.00014030176362147333,amount
378,0.000986350917216691,664,0.00020365798852953787,walked
379,0.0009859250840394207,579,0.00012279927072000827,steak
380,0.0009827831195473756,118,0.00012579995747188556,counter
381,0.000982192228807186,377,0.00012459721167998653,morning
382,0.000978887812623274,448,0.00011972357936515777,pizzas
383,0.0009780751300689252,106,0.00012269113380837556,comes
384,0.0009760461896119427,182,0.00011407085937045357,enchiladas
385,0.0009751382790916922,383,0.00011355469330298763,name
386,0.0009685635203127892,13,0.00011914112098781549,airport
387,0.0009682836320712862,440,0.00012697801857761582,person
388,0.0009681591133050085,668,0.00011241215355397382,warm
389,0.0009665807181637755,238,0.00012320618920135003,front
390,0.0009652277806425449,456,0.00010389137465486617,plus
391,0.0009639799399083644,286,0.00013181208997466184,hours
392,0.0009588501417798985,503,0.0001252312961718356,room
393,0.0009552721208700854,77,0.0001192032661313515,care
394,0.0009547706628494523,427,0.00012108529432790913,owner
395,0.0009529568673181802,179,0.00011611367071972435,employees
396,0.0009518786465336921,511,0.00012516399952155463,salty
397,0.000948318664101873,455,0.0001282295738979297,plenty
398,0.0009468767702089609,438,0.00011602052496368762,pepperoni
399,0.0009445185617396592,413,0.00012381609548757028,options
400,0.0009431191908832763,462,0.0001263407371113854,portion
401,0.0009422886791937603,155,0.00011673788788306384,dishes
402,0.0009421311547080355,643,0.0001105092961792492,twice
403,0.0009366720577306039,604,0.00011693442740511301,tell
404,0.0009359897282998928,404,0.00012574511471537882,often
405,0.0009350893266347068,6,0.00012779888028863266,absolutely
406,0.0009306384855759177,156,0.00012566036159068853,done
407,0.0009304742477616328,169,0.000129992511213514,easy
408,0.0009288883242542627,663,0.00012334709058802465,walk
409,0.000927086890438951,97,0.0001198724494167834,choice
410,0.0009265971431122309,332,0.00012230843128024202,live
411,0.0009248116873580305,83,0.0001866798372015609,charge
412,0.0009231827049481977,685,0.00011953830915740511,working
413,0.0009204096510618782,319,0.00010267485580376755,latte
414,0.0009147691227904532,632,0.00012240912472668617,tortilla
415,0.0009094475625580782,434,0.00012006384640772161,patio
416,0.0009076179849867476,252,0.00013096050763715213,glad
417,0.0009073834149660544,4,0.0001278171595239262,50
418,0.0009071620418176017,457,0.00012142382967372242,point
419,0.0009016328131631046,274,0.00012735894803832406,helpful
420,0.0009003839159309551,495,0.00011939434786240265,restaurants
421,0.000900063741077635,206,0.00011826414867192573,fact
422,0.0008940545548322991,660,0.00012046040355694597,waiter
423,0.0008937279957393106,474,0.00012260290878015102,problem
424,0.0008907976723367152,293,0.00011130496427716267,iced
425,0.0008871671742885132,677,0.00010620144676073473,wife
426,0.0008833755155841172,126,0.00011682130777264614,crispy
427,0.0008799444653571419,148,0.00010834423658437133,dining
428,0.0008777147779600079,183,0.0001243148632647349,end
429,0.0008760663485891416,633,0.00012077920335220263,tortillas
430,0.0008756162505072338,541,0.00019397872692124448,sick
431,0.0008733664280987682,423,0.00016014226217490627,outstanding
432,0.0008722346545328399,278,0.00011723823323920806,hit
433,0.0008711486910262344,506,0.00012915122359114303,sad
434,0.000863797427821693,608,0.00011063338151841043,thank
435,0.0008633287028832197,318,0.00026474477984670763,later
436,0.0008590929221919365,64,0.00012068557542052385,bring
437,0.0008588087221015669,315,0.00012223174805774318,las
438,0.0008543064622101271,552,0.00011987890503132798,slices
439,0.0008524482399111197,380,0.00010876464996721407,music
440,0.0008514291640486441,631,0.00011338748045693983,toppings
441,0.0008512443452640903,549,0.00011651942744303871,sitting
442,0.0008475070802929442,587,0.00010974697092191733,stuff
443,0.000842920376322353,313,0.0001601904223583185,lady
444,0.0008406149462834265,545,0.0001065175497640625,simple
445,0.0008405076662285916,55,0.00011890008750871908,bite
446,0.0008345027904875492,418,0.00011876180826877687,orders
447,0.0008325200621774611,480,0.00011334223060270504,quickly
448,0.0008318191946211276,390,0.00010982154952586999,neighborhood
449,0.0008309667622597485,245,0.00010331880334118024,general
450,0.0008306912023853881,304,0.00011780298411636451,items
451,0.000823661678941111,695,0.00010747118861736396,yet
452,0.0008221917330402401,292,9.852632487167765e-05,ice
453,0.0008201207155391245,561,0.00010831075820984759,soon
454,0.0008183584322619098,694,0.00011449018494984348,yes
455,0.0008176171275449396,56,0.00012082466033548672,black
456,0.0008036946952164852,680,0.0001074705752499067,wings
457,0.0008035043198482421,82,0.00010437496632874932,chain
458,0.0008011422318289626,412,0.00010166849082208609,option
459,0.000800684378765005,505,0.00011331311088964633,run
460,0.0007977791957680178,250,0.0001181443027568541,girl
461,0.0007973671032331951,385,0.00010426348746075621,near
462,0.0007912619357840683,5,0.00011068165636266284,able
463,0.0007815429500600794,452,0.00011017340323867867,pleasant
464,0.0007807509105028635,343,0.00010222617777137022,loud
465,0.0007807136884244224,353,9.941234671042395e-05,making
466,0.0007797158772264523,305,0.00010301159384712452,job
467,0.0007766009065394996,446,0.0001114140585812285,pie
468,0.000774804813805829,171,0.00011257614638933701,eaten
469,0.000774291113293559,572,0.00024742265765306,stale
470,0.000772622829042223,346,0.00010870744892784084,low
471,0.0007725120077369951,9,0.00010271735190533164,add
472,0.0007722403294453294,514,0.00011951222065385365,sat
473,0.000767408839796466,239,0.0001302400132233856,frozen
474,0.0007661891822396915,23,0.00011194460009625131,anyone
475,0.0007621796715091198,526,0.00012171871165675999,secret
476,0.0007601791095030873,433,0.00010928558816137909,past
477,0.0007516451991432119,112,0.00010558105893311554,convenient
478,0.0007489186595465761,403,0.00011696841544658446,offer
479,0.0007463315607067269,115,0.00010609678468339421,corn
480,0.0007462336146886917,414,0.00010587496424283728,orange
481,0.0007421574029799898,180,0.00016335469705246953,empty
482,0.0007412968851334927,592,0.00010036056006875237,surprised
483,0.0007407738543697198,665,0.00010485188719408513,wall
484,0.0007393294065550935,388,0.00010626424990552809,needed
485,0.0007392717502151666,532,0.00010105377268857078,serve
486,0.0007388134605689213,308,0.00010172030573581168,kids
487,0.0007365643573217394,181,0.0001038416423357391,enchilada
488,0.0007331857787059457,165,0.00011174130938828749,due
489,0.0007308798636072369,453,0.00010404997283367048,please
490,0.000730246992428587,538,0.00010651746301921953,short
491,0.0007285894940020721,519,0.00011625598140356244,saw
492,0.0007279236412591265,312,0.00010476689684742524,la
493,0.0007275859693551737,577,0.00010364860618476214,start
494,0.0007267837999424598,284,9.801942977368428e-05,hotel
495,0.0007247792934703906,321,0.00010165361258586987,leave
496,0.0007231637857070148,382,9.337877408751505e-05,nachos
497,0.0007222672056829433,639,0.00011744306356379651,trip
498,0.0007211140148684453,104,0.00010875436015682137,combo
499,0.0007210127692622184,27,0.00017348097350345108,arrived
500,0.0007173738036079388,65,0.00010560892329881927,brought
501,0.0007169762961963261,518,0.00010732025215705015,sausage
502,0.0007169625431851858,50,0.00010883917939340957,behind
503,0.000716900677276306,501,0.00020357730912043442,ridiculous
504,0.0007166647802509025,653,0.00010559028557465812,variety
505,0.000716388710748079,12,0.00010046170648560583,ago
506,0.0007160207448516023,122,0.00010337022139036338,crazy
507,0.0007131044695203618,672,0.00010303298538815703,weird
508,0.000709463636820807,67,0.0001501674031482577,burnt
509,0.0007036461780013816,645,0.00010489586787603066,type
510,0.0007026300227824688,689,9.325480005593545e-05,wow
511,0.0007003278425706367,111,9.888480162484594e-05,consistent
512,0.0006996519162311682,371,9.771819307053267e-05,mind
513,0.0006976845348090125,698,9.847846043626613e-05,yum
514,0.0006974371204692428,246,9.78322520080757e-05,generous
515,0.0006970824625442491,401,9.558255724345287e-05,ny
516,0.0006970808490481531,651,0.00010827126098638838,usual
517,0.000694766558339544,325,0.00010928805085702122,light
518,0.0006921233388246583,94,0.0001059291584581445,chipotle
519,0.000692092167453078,207,9.952289162837744e-05,fair
520,0.0006912728186202907,336,9.316206109672402e-05,lol
521,0.0006894345763517596,263,0.00010388583407292054,group
522,0.0006844398609367256,62,9.673739201998011e-05,bread
